order_id,date,time,item,quantity,unit_price,payment
1052,2026-01-03,16:17,Latte,2,3.8,card
1053,2026-01-03,09:34,Muffin,4,3.1,cash
1054,2026-01-04,18:06,Sandwich,1,6.5,card
1055,2026-01-04,14:57,Cappuccino,1,3.6,card
1056,2026-01-04,13:46,Cappuccino,1,3.6,card
1057,2026-01-04,08:39,Sandwich,2,6.5,card
1058,2026-01-04,14:25,Latte,2,3.8,card
1059,2026-01-04,08:11,Tea,1,2.2,cash
1060,2026-01-04,12:37,Tea,1,2.2,card
1061,2026-01-04,11:50,Tea,1,2.2,cash
1062,2026-01-04,09:48,Croissant,2,2.9,cash
1063,2026-01-04,15:39,latte,1,3.8,card
1064,2026-01-04,10:31,Muffin,1,3.1,cash
1065,2026-01-04,13:49,Latte,1,3.8,mobile
1066,2026-01-04,17:54, Latte ,1,3.8,card
1067,2026-01-04,11:48,Espresso,1,2.5,card
1068,2026-01-04,14:57,Muffin,2,3.1,card
1069,2026-01-04,11:49,Espresso,3,2.5,mobile
1070,2026-01-04,09:20,Cappuccino,2,3.6,card
1071,2026-01-04,08:26,Muffin,1,3.1,card
1072,2026-01-04,10:37,Latte,1,3.8,card
1073,2026-01-04,16:19,Sandwich,1,6.5,cash
1074,2026-01-04,17:38,Croissant,3,2.9,card
1075,2026-01-04,09:51,Muffin,1,3.1,card
1076,2026-01-04,11:25,Latte,,3.8,card
1077,2026-01-04,07:16,Cappuccino,2,3.6,card
1078,2026-01-04,09:53,Latte,1,3.8,mobile
1079,2026-01-04,11:14, Latte ,2,3.8,cash
1080,2026-01-04,13:01,Tea,2,2.2,mobile
1081,2026-01-05,08:23,Latte,1,3.8,mobile
1082,2026-01-05,14:06,Espresso,2,2.5,card
1083,2026-01-05,12:12,Cappuccino,3,3.6,mobile
1084,2026-01-05,13:38,Espresso,2,2.5,card
1085,2026-01-05,12:04,Croissant,2,2.9,card
1086,2026-01-05,15:40,Cappuccino,1,3.6,mobile
1087,2026-01-05,08:39,Muffin,1,3.1,card
1088,2026-01-05,11:54,Croissant,1,2.9,card
1089,2026-01-05,09:42,Latte,3,3.8,card
1090,2026-01-05,15:21,Latte,1,3.8,card
1091,2026-01-05,16:15,Latte,1,3.8,cash
1092,2026-01-05,14:50,Croissant,1,2.9,cash
1093,2026-01-05,10:35,Espresso,1,2.5,card
1094,2026-01-05,14:16,Cappuccino,1,3.6,card
1095,2026-01-05,09:12,Latte,2,3.8,cash
1096,2026-01-05,14:06,Latte,1,3.8,mobile
1097,2026-01-06,09:03,Latte,1,3.8,cash
1098,2026-01-06,08:36,Cappuccino,2,3.6,mobile
1099,2026-01-06,09:07,Latte,1,3.8,mobile
1100,2026-01-06,07:36, Croissant ,1,2.9,cash
1101,2026-01-06,09:39,Sandwich,1,6.5,cash
1102,2026-01-06,11:19,Latte,1,3.8,card
1103,2026-01-06,17:16,Cappuccino,1,3.6,card
1104,2026-01-06,08:38,tea,1,2.2,card
1105,2026-01-06,09:14,Cappuccino,1,3.6,card
1106,2026-01-06,13:34,Muffin,2,3.1,cash
1107,2026-01-06,09:38, Latte ,1,3.8,card
1108,2026-01-06,09:17,Croissant,1,2.9,card
1109,2026-01-06,07:16,Cappuccino,1,3.6,card
1110,2026-01-06,13:48,Espresso,,2.5,mobile
1111,2026-01-06,07:58,Tea,1,2.2,mobile
1112,2026-01-06,10:26,Latte,4,3.8,mobile
1113,2026-01-06,15:25,Latte,2,3.8,card
1114,2026-01-07,09:52,Espresso,1,2.5,card
1115,2026-01-07,12:48,Sandwich,2,6.5,card
1116,2026-01-07,07:56,Cappuccino,1,3.6,card
1117,2026-01-07,18:35,Tea,1,2.2,cash
1118,2026-01-07,08:41,Espresso,1,2.5,mobile
1119,2026-01-07,13:30,Croissant,1,2.9,card
1120,2026-01-07,10:55,Latte,1,3.8,mobile
1121,2026-01-07,15:00,Espresso,2,2.5,card
1122,2026-01-07,12:34,Latte,1,3.8,mobile
1123,2026-01-07,14:44,Cappuccino,1,3.6,card
1124,2026-01-07,15:58,Latte,1,380.0,card
1125,2026-01-07,13:02,Croissant,1,2.9,mobile
1126,2026-01-07,09:58,Espresso,4,2.5,card
1127,2026-01-07,10:16,Cappuccino,2,3.6,cash
1128,2026-01-07,13:24,Latte,2,3.8,mobile
1129,2026-01-07,16:15,Sandwich,2,6.5,card
1130,2026-01-07,18:40,Tea,3,2.2,cash
1131,2026-01-07,08:03,tea,1,2.2,card
1132,2026-01-07,08:10,Latte,1,3.8,card
1133,2026-01-07,10:14,Espresso,2,2.5,cash
1134,2026-01-07,09:43,Cappuccino,1,3.6,card
1135,2026-01-07,17:44,Cappuccino,1,3.6,mobile
1136,2026-01-08,18:22,Cappuccino,1,3.6,mobile
1137,2026-01-08,09:36,Cappuccino,4,3.6,mobile
1138,2026-01-08,18:57,Muffin,2,3.1,mobile
1139,2026-01-08,13:43,Latte,2,3.8,card
1140,2026-01-08,13:02,Croissant,2,2.9,card
1141,2026-01-08,12:47,Latte,1,3.8,cash
1142,2026-01-08,14:17,Latte,1,3.8,mobile
1143,2026-01-08,15:21,Croissant,1,2.9,card
1144,2026-01-08,07:43,Croissant,1,2.9,mobile
1145,2026-01-08,15:34,Sandwich,,6.5,card
1146,2026-01-08,14:23,Espresso,1,2.5,card
1147,2026-01-08,07:14,Espresso,1,2.5,mobile
1148,2026-01-08,11:02,Tea,2,2.2,cash
1149,2026-01-08,11:29,Sandwich,1,6.5,card
1150,2026-01-08,13:56,Latte,3,3.8,card
1151,2026-01-08,11:23,Latte,1,3.8,card
1152,2026-01-08,09:57,Latte,1,3.8,card
1153,2026-01-08,10:29,Sandwich,1,6.5,card
1154,2026-01-09,12:08,Tea,2,2.2,card
1155,2026-01-09,15:14,Croissant,1,2.9,cash
1156,2026-01-09,16:08,Latte,1,3.8,card
1157,2026-01-09,08:50,Cappuccino,2,3.6,mobile
1158,2026-01-09,08:47,Latte,1,3.8,card
1159,2026-01-09,10:39,Espresso,1,2.5,cash
1160,2026-01-09,16:03,Espresso,2,2.5,card
1161,2026-01-09,10:57,Sandwich,2,6.5,card
1162,2026-01-09,07:20,Espresso,2,2.5,card
1163,2026-01-09,09:07,Latte,1,3.8,card
1164,2026-01-09,14:14,Muffin,2,3.1,cash
1165,2026-01-09,10:16,Latte,2,3.8,cash
1166,2026-01-09,17:06,Latte,1,3.8,card
1167,2026-01-09,08:42,Croissant,1,2.9,card
1168,2026-01-09,13:18,Espresso,1,2.5,mobile
1169,2026-01-10,08:54,Latte,1,3.8,cash
1170,2026-01-10,09:49,Cappuccino,1,3.6,card
1171,2026-01-10,13:17,Croissant,2,2.9,card
1172,2026-01-10,14:09,Espresso,1,2.5,mobile
1173,2026-01-10,08:13,cappuccino,1,3.6,cash
1174,2026-01-10,08:38,Latte,1,3.8,card
1175,2026-01-10,08:42,Espresso,1,2.5,cash
1176,2026-01-10,10:07,Latte,2,3.8,card
1177,2026-01-10,11:38,latte,2,3.8,cash
1178,2026-01-10,17:07,Espresso,1,2.5,mobile
1179,2026-01-10,08:53,Espresso,2,2.5,card
1180,2026-01-10,10:04,Tea,1,2.2,cash
1181,2026-01-10,12:01,Muffin,1,3.1,cash
1182,2026-01-10,17:27,Sandwich,1,6.5,card
1183,2026-01-10,12:21,Muffin,1,3.1,card
1184,2026-01-10,07:49,Latte,2,3.8,cash
1185,2026-01-10,15:12,Latte,2,3.8,mobile
1186,2026-01-10,14:29,Espresso,1,2.5,card
1187,2026-01-10,11:39,Croissant,2,2.9,mobile
1188,2026-01-10,09:50,Latte,4,3.8,card
1189,2026-01-10,12:53,Latte,1,3.8,card
1190,2026-01-10,18:37,Latte,2,3.8,card
1191,2026-01-10,16:20,Cappuccino,2,3.6,card
1192,2026-01-10,17:45,Tea,1,2.2,card
1193,2026-01-10,07:39,Espresso,2,2.5,cash
1194,2026-01-10,09:50,Espresso,1,2.5,card
1195,2026-01-11,13:58,Espresso,1,2.5,card
1196,2026-01-11,07:41,Tea,1,2.2,cash
1197,2026-01-11,12:50,Tea,1,2.2,mobile
1198,2026-01-11,13:05,Latte,1,3.8,mobile
1199,2026-01-11,10:49,Tea,1,2.2,card
1200,2026-01-11,08:49,Cappuccino,1,3.6,card
1201,2026-01-11,12:38,Cappuccino,2,3.6,cash
1202,2026-01-11,15:28,Latte,1,3.8,mobile
1203,2026-01-11,14:50,Espresso,1,2.5,mobile
1204,2026-01-11,09:23,Cappuccino,1,3.6,mobile
1205,2026-01-11,11:26,Tea,1,2.2,mobile
1206,2026-01-11,15:55,Sandwich,2,6.5,card
1207,2026-01-11,13:10,Latte,3,3.8,card
1208,2026-01-11,08:28,Latte,3,3.8,card
1209,2026-01-11,10:05,Muffin,3,3.1,card
1210,2026-01-11,17:08,Latte,1,3.8,mobile
1211,2026-01-11,11:39,Espresso,3,2.5,mobile
1212,2026-01-11,09:33,Espresso,1,2.5,mobile
1213,2026-01-11,09:39,Latte,2,3.8,card
1214,2026-01-11,16:15,cappuccino,1,3.6,cash
1215,2026-01-11,07:42,Tea,1,2.2,card
1216,2026-01-11,07:35,Espresso,4,2.5,card
1217,2026-01-11,07:22,Espresso,3,2.5,card
1218,2026-01-11,14:21,Croissant,1,2.9,cash
1219,2026-01-11,09:44,Espresso,1,2.5,cash
1220,2026-01-11,08:12,Cappuccino,1,3.6,cash
1221,2026-01-11,07:34,Espresso,1,2.5,mobile
1222,2026-01-12,08:21,Latte,2,3.8,card
1223,2026-01-12,10:21,Latte,2,3.8,card
1224,2026-01-12,11:46,Sandwich,1,6.5,mobile
1225,2026-01-12,18:20,Latte,1,3.8,card
1226,2026-01-12,12:02,Tea,1,2.2,card
1227,2026-01-12,13:03,Croissant,3,2.9,card
1228,2026-01-12,10:09,Espresso,2,2.5,mobile
1229,2026-01-12,10:23,Muffin,2,3.1,card
1230,2026-01-12,12:48,Latte,1,3.8,cash
1231,2026-01-12,10:01,Espresso,1,2.5,card
1232,2026-01-12,10:28,Croissant,1,2.9,cash
1233,2026-01-12,13:04,Latte,2,3.8,mobile
1234,2026-01-12,11:20,Cappuccino,3,3.6,card
1235,2026-01-12,12:45,Tea,2,2.2,card
1236,2026-01-12,14:08,Muffin,2,3.1,card
1237,2026-01-12,10:08,Latte,1,3.8,cash
1238,2026-01-12,09:49,Tea,1,2.2,mobile
1239,2026-01-12,08:33, Latte ,1,3.8,card
1240,2026-01-12,14:27,Latte,3,3.8,cash
1241,2026-01-12,15:59,Cappuccino,3,3.6,card
1242,2026-01-12,17:40,Tea,1,2.2,mobile
1243,2026-01-13,13:37,Latte,2,3.8,card
1244,2026-01-13,14:52,Espresso,2,2.5,cash
1245,2026-01-13,17:36,Muffin,1,3.1,mobile
1246,2026-01-13,11:30,Latte,2,3.8,cash
1247,2026-01-13,10:26,Latte,2,3.8,card
1248,2026-01-13,12:55,Cappuccino,1,3.6,card
1249,2026-01-13,14:07,Latte,1,3.8,card
1250,2026-01-13,08:15,Latte,1,3.8,card
1251,2026-01-13,15:10,Sandwich,3,6.5,mobile
1252,2026-01-13,11:32,cappuccino,1,3.6,card
1253,2026-01-13,12:53,Cappuccino,1,3.6,card
1254,2026-01-13,12:46,Tea,1,2.2,mobile
1255,2026-01-13,07:18,Latte,1,3.8,card
1256,2026-01-13,14:07,Espresso,1,2.5,card
1257,2026-01-13,10:09,Espresso,1,2.5,mobile
1258,2026-01-13,11:30,Latte,1,3.8,card
1259,2026-01-13,16:25,Cappuccino,1,3.6,card
1260,2026-01-13,09:45,Sandwich,2,6.5,card
1261,2026-01-13,07:19,Cappuccino,1,3.6,card
1262,2026-01-13,13:50,Croissant,2,2.9,card
1263,2026-01-13,09:46,Sandwich,1,6.5,card
1264,2026-01-13,08:07,tea,2,2.2,cash
1265,2026-01-14,08:58,Espresso,1,2.5,cash
1266,2026-01-14,14:42,Cappuccino,2,3.6,cash
1267,2026-01-14,17:43,Cappuccino,1,3.6,card
1268,2026-01-14,13:15,Croissant,2,2.9,cash
1269,2026-01-14,17:44,Latte,1,3.8,mobile
1270,2026-01-14,10:07,Tea,1,2.2,mobile
1271,2026-01-14,16:09,Cappuccino,1,3.6,card
1272,2026-01-14,13:30,Latte,1,3.8,card
1273,2026-01-14,09:47,Latte,2,3.8,cash
1274,2026-01-14,13:26,Cappuccino,1,3.6,card
1275,2026-01-14,13:10,Latte,1,3.8,card
1276,2026-01-14,16:20,Latte,3,3.8,card
1277,2026-01-14,14:54,Latte,1,3.8,cash
1278,2026-01-14,08:53,Sandwich,3,6.5,mobile
1279,2026-01-14,17:00,Latte,1,3.8,mobile
1280,2026-01-14,17:33,Latte,2,3.8,card
1281,2026-01-14,15:10,Cappuccino,3,3.6,card
1282,2026-01-15,07:12,Tea,2,2.2,card
1283,2026-01-15,16:42,Espresso,3,2.5,mobile
1284,2026-01-15,11:28,espresso,4,2.5,mobile
1285,2026-01-15,09:44,croissant,4,2.9,cash
1286,2026-01-15,11:56,Latte,2,3.8,card
1287,2026-01-15,08:14,Tea,1,2.2,mobile
1288,2026-01-15,11:58,Sandwich,1,6.5,mobile
1289,2026-01-15,13:55,Cappuccino,1,3.6,card
1290,2026-01-15,12:53,Croissant,1,2.9,card
1291,2026-01-15,12:07,Cappuccino,1,3.6,card
1292,2026-01-15,11:08,Tea,2,2.2,mobile
1293,2026-01-15,07:25,Cappuccino,1,3.6,card
1294,2026-01-15,08:34,Latte,1,3.8,card
1295,2026-01-15,07:49,sandwich,3,6.5,mobile
1296,2026-01-15,14:28,Espresso,2,2.5,mobile
1297,2026-01-15,10:41,Muffin,3,3.1,cash
1298,2026-01-15,18:53,Muffin,1,3.1,card
1299,2026-01-15,09:52,Espresso,1,2.5,cash
1300,2026-01-15,08:02,Latte,1,3.8,card
1301,2026-01-15,14:06,croissant,1,2.9,mobile
1302,2026-01-15,13:28,Cappuccino,1,3.6,mobile
1303,2026-01-16,14:58,Cappuccino,2,3.6,card
1304,2026-01-16,12:09,Croissant,1,2.9,cash
1305,2026-01-16,10:47,Sandwich,1,6.5,card
1306,2026-01-16,10:42,Muffin,2,3.1,card
1307,2026-01-16,13:34,Latte,1,3.8,card
1308,2026-01-16,09:35,Cappuccino,2,3.6,cash
1309,2026-01-16,12:05,Latte,1,3.8,card
1310,2026-01-16,08:43,Muffin,2,3.1,cash
1311,2026-01-16,07:13,Tea,1,2.2,mobile
1312,2026-01-16,09:47,cappuccino,3,3.6,mobile
1313,2026-01-16,11:58,Espresso,4,2.5,card
1314,2026-01-16,09:23,Latte,1,3.8,card
1315,2026-01-16,08:58,Cappuccino,1,3.6,mobile
1316,2026-01-16,07:35,Latte,,3.8,mobile
1317,2026-01-16,10:53,Sandwich,1,6.5,card
1318,2026-01-16,17:46,Latte,1,3.8,card
1319,2026-01-16,08:31,Tea,1,2.2,mobile
1320,2026-01-17,13:52,muffin,1,3.1,card
1321,2026-01-17,10:00,Tea,2,2.2,mobile
1322,2026-01-17,07:42,Latte,1,3.8,cash
1323,2026-01-17,12:18,Cappuccino,1,3.6,card
1324,2026-01-17,13:06,Espresso,2,2.5,mobile
1325,2026-01-17,13:05,Cappuccino,1,3.6,card
1326,2026-01-17,12:54,Latte,1,3.8,mobile
1327,2026-01-17,13:30,Espresso,4,2.5,card
1328,2026-01-17,08:36,Espresso,1,2.5,card
1329,2026-01-17,16:44,Sandwich,4,6.5,mobile
1330,2026-01-17,07:36,Muffin,1,3.1,card
1331,2026-01-17,15:52,Tea,1,2.2,card
1332,2026-01-17,07:24,Tea,1,2.2,card
1333,2026-01-17,10:05,Tea,1,2.2,cash
1334,2026-01-17,07:49,Cappuccino,4,3.6,card
1335,2026-01-17,18:28,Tea,1,2.2,card
1336,2026-01-17,17:05,Cappuccino,1,3.6,card
1337,2026-01-17,09:50,Croissant,1,2.9,card
1338,2026-01-17,09:23,tea,2,2.2,card
1339,2026-01-17,07:06,Croissant,1,2.9,card
1340,2026-01-17,08:18,Espresso,1,2.5,cash
1341,2026-01-17,14:33,Latte,2,3.8,cash
1342,2026-01-17,08:27,Espresso,1,2.5,card
1343,2026-01-17,14:31,Latte,1,3.8,card
1344,2026-01-18,07:55,Cappuccino,1,3.6,card
1345,2026-01-18,15:20,Latte,1,3.8,mobile
1346,2026-01-18,11:47,Tea,2,2.2,card
1347,2026-01-18,12:25,Tea,1,2.2,card
1348,2026-01-18,08:01,Latte,3,3.8,mobile
1349,2026-01-18,13:52,Sandwich,1,6.5,card
1350,2026-01-18,13:09,Muffin,2,3.1,card
1351,2026-01-18,07:32,Tea,2,2.2,mobile
1352,2026-01-18,10:51,Muffin,3,3.1,card
1353,2026-01-18,07:41,Cappuccino,2,3.6,mobile
1354,2026-01-18,13:50,Tea,1,2.2,cash
1355,2026-01-18,09:36,Latte,1,3.8,card
1356,2026-01-18,11:01,Latte,1,3.8,cash
1357,2026-01-18,16:22,Cappuccino,1,3.6,card
1358,2026-01-18,08:44,Latte,1,3.8,card
1359,2026-01-18,07:06,cappuccino,1,3.6,cash
1360,2026-01-18,18:35,Tea,1,2.2,card
1361,2026-01-18,15:25,Latte,1,3.8,cash
1362,2026-01-18,08:13,Espresso,2,2.5,cash
1363,2026-01-18,14:23,Latte,2,3.8,cash
1364,2026-01-18,09:38,Latte,1,3.8,mobile
1365,2026-01-18,08:43,Latte,1,3.8,card
1366,2026-01-18,13:19,Tea,1,2.2,card
1366,2026-01-18,13:19,Tea,1,2.2,card
1367,2026-01-18,08:27,Espresso,1,2.5,card
1368,2026-01-18,13:31,Latte,2,3.8,cash
1369,2026-01-19,11:08,Espresso,,2.5,card
1370,2026-01-19,12:45,Latte,1,3.8,cash
1371,2026-01-19,07:17,Croissant,1,2.9,card
1372,2026-01-19,14:32,Latte,1,3.8,cash
1373,2026-01-19,14:02,Espresso,1,2.5,mobile
1374,2026-01-19,08:15,Croissant,1,2.9,card
1375,2026-01-19,11:07,Latte,4,3.8,card
1376,2026-01-19,15:40,Croissant,1,2.9,cash
1377,2026-01-19,14:34,Latte,2,3.8,mobile
1378,2026-01-19,09:54,Latte,1,3.8,cash
1379,2026-01-19,15:03,Cappuccino,3,3.6,card
1380,2026-01-19,08:53,Sandwich,3,6.5,mobile
1381,2026-01-19,10:24,Latte,2,3.8,card
1382,2026-01-19,16:59,Cappuccino,2,3.6,card
1383,2026-01-19,11:05,Muffin,1,3.1,cash
1384,2026-01-19,13:13, Croissant ,1,2.9,card
1385,2026-01-19,11:08,Sandwich,2,6.5,card
1386,2026-01-19,09:50,cappuccino,1,3.6,cash
1387,2026-01-20,08:44,Espresso,3,2.5,card
1388,2026-01-20,09:23,Muffin,3,3.1,mobile
1389,2026-01-20,16:44,Latte,1,3.8,card
1390,2026-01-20,08:37,Croissant,1,2.9,card
1391,2026-01-20,07:27,Latte,2,3.8,cash
1392,2026-01-20,09:23,Tea,1,2.2,card
1393,2026-01-20,14:09,Muffin,1,3.1,mobile
1394,2026-01-20,13:47,Espresso,1,2.5,card
1395,2026-01-20,13:48,Espresso,1,2.5,mobile
1396,2026-01-20,10:41,Espresso,2,2.5,card
1397,2026-01-20,12:54,Espresso,1,2.5,cash
1398,2026-01-20,08:41,Muffin,3,3.1,cash
1399,2026-01-20,17:38,Espresso,3,2.5,card
1400,2026-01-20,07:53,Espresso,3,2.5,card
1401,2026-01-20,13:01,Cappuccino,1,3.6,mobile
1402,2026-01-20,08:18,Cappuccino,1,3.6,mobile
1403,2026-01-20,10:39,Tea,1,2.2,cash
1404,2026-01-20,07:20,Espresso,1,2.5,mobile
1405,2026-01-20,15:46, Latte ,2,3.8,cash
1406,2026-01-20,09:03,Sandwich,1,6.5,mobile
1407,2026-01-20,14:10,Latte,2,3.8,card
1408,2026-01-21,14:49,Sandwich,1,6.5,cash
1409,2026-01-21,08:33,Muffin,2,3.1,mobile
1410,2026-01-21,12:31,Espresso,2,2.5,card
1411,2026-01-21,08:07,Muffin,1,3.1,mobile
1412,2026-01-21,07:24,Latte,1,3.8,mobile
1413,2026-01-21,17:41,Muffin,1,3.1,card
1414,2026-01-21,10:23,Latte,1,3.8,cash
1415,2026-01-21,07:25,Espresso,2,2.5,card
1416,2026-01-21,09:00,Espresso,1,2.5,mobile
1417,2026-01-21,14:31,Latte,1,3.8,cash
1418,2026-01-21,14:59,Sandwich,2,6.5,card
1419,2026-01-21,09:00,Latte,1,3.8,mobile
1420,2026-01-21,14:26,Croissant,1,2.9,card
1421,2026-01-21,18:57,Cappuccino,1,3.6,cash
1422,2026-01-21,16:32,Muffin,1,3.1,card
1423,2026-01-21,07:15,Espresso,2,2.5,cash
1424,2026-01-21,17:28,Latte,3,3.8,card
1425,2026-01-21,08:10,Latte,1,3.8,mobile
1426,2026-01-21,08:29,Cappuccino,1,3.6,card
1427,2026-01-21,08:02,Latte,1,3.8,cash
1428,2026-01-21,08:03,Latte,3,3.8,cash
1429,2026-01-22,07:15,Latte,4,3.8,card
1430,2026-01-22,14:14, Espresso ,1,2.5,card
1431,2026-01-22,10:16,Espresso,2,2.5,cash
1432,2026-01-22,18:05,Muffin,1,3.1,card
1433,2026-01-22,09:36,Muffin,2,3.1,card
1434,2026-01-22,11:58,Latte,2,3.8,card
1435,2026-01-22,16:18,Latte,1,3.8,card
1436,2026-01-22,11:41,Cappuccino,3,3.6,card
1437,2026-01-22,13:50,Muffin,1,3.1,mobile
1438,2026-01-22,14:17,Tea,1,2.2,card
1439,2026-01-22,08:30,Espresso,1,2.5,mobile
1440,2026-01-22,18:17,Cappuccino,2,3.6,mobile
1441,2026-01-22,14:51,Cappuccino,2,3.6,mobile
1442,2026-01-22,18:47,Latte,3,3.8,card
1443,2026-01-22,07:36,Tea,3,2.2,cash
1444,2026-01-22,15:02,Sandwich,2,6.5,mobile
1445,2026-01-22,08:12,espresso,1,2.5,card
1446,2026-01-22,08:09,Croissant,1,2.9,mobile
1447,2026-01-23,15:25,Croissant,2,2.9,mobile
1448,2026-01-23,09:40,Cappuccino,1,3.6,mobile
1449,2026-01-23,08:50,Sandwich,2,6.5,mobile
1450,2026-01-23,15:11,Latte,2,3.8,card
1451,2026-01-23,17:02,Croissant,3,2.9,card
1452,2026-01-23,15:31,Latte,1,3.8,cash
1453,2026-01-23,09:05,Espresso,2,2.5,mobile
1454,2026-01-23,14:44,croissant,2,2.9,card
1455,2026-01-23,08:10,Espresso,1,2.5,card
1456,2026-01-23,10:55,Muffin,1,3.1,card
1457,2026-01-23,09:01,Cappuccino,2,3.6,card
1458,2026-01-23,07:35,Latte,4,3.8,card
1459,2026-01-23,09:27,Sandwich,4,6.5,mobile
1460,2026-01-23,16:12,Sandwich,1,6.5,card
1461,2026-01-23,17:06,Latte,1,3.8,card
1462,2026-01-23,15:18,Espresso,1,2.5,card
1463,2026-01-24,08:19,Latte,1,3.8,card
1464,2026-01-24,16:23,Croissant,1,2.9,card
1465,2026-01-24,11:17,Muffin,1,3.1,card
1466,2026-01-24,13:26,Cappuccino,1,3.6,card
1467,2026-01-24,12:34,Sandwich,1,6.5,mobile
1468,2026-01-24,12:54,Tea,3,2.2,card
1469,2026-01-24,16:07,Tea,1,2.2,mobile
1470,2026-01-24,17:02,Sandwich,1,6.5,card
1471,2026-01-24,10:16,Latte,4,3.8,mobile
1472,2026-01-24,15:54,Latte,2,3.8,card
1473,2026-01-24,16:26,Latte,1,3.8,mobile
1474,2026-01-24,12:06,Espresso,1,2.5,cash
1475,2026-01-24,09:24,Cappuccino,1,3.6,card
1476,2026-01-24,11:43,Tea,1,2.2,card
1477,2026-01-24,16:58,Tea,1,2.2,card
1478,2026-01-24,09:54,Latte,1,3.8,mobile
1479,2026-01-24,16:52,Tea,1,2.2,card
1480,2026-01-24,12:26,Latte,2,3.8,card
1481,2026-01-24,16:19,Croissant,2,2.9,mobile
1482,2026-01-24,14:56,Tea,1,2.2,card
1483,2026-01-24,09:17,Croissant,2,2.9,card
1484,2026-01-24,10:31,Latte,1,3.8,mobile
1485,2026-01-24,16:57,Cappuccino,1,3.6,cash
1486,2026-01-24,08:49,latte,2,3.8,card
1487,2026-01-24,13:01,Sandwich,3,6.5,cash
1488,2026-01-24,13:51,Muffin,4,3.1,card
1489,2026-01-24,15:27,Espresso,1,2.5,card
1490,2026-01-24,11:39,Muffin,3,3.1,card
1491,2026-01-24,12:41,Latte,1,3.8,cash
1492,2026-01-25,07:16,Latte,1,3.8,mobile
1493,2026-01-25,13:03,Tea,4,2.2,card
1494,2026-01-25,12:41,Croissant,2,2.9,cash
1495,2026-01-25,16:36,Cappuccino,1,3.6,card
1496,2026-01-25,13:42,Croissant,1,2.9,cash
1497,2026-01-25,08:30,Latte,1,3.8,cash
1498,2026-01-25,15:21,Espresso,1,2.5,mobile
1499,2026-01-25,08:23,Tea,1,2.2,mobile
1500,2026-01-25,15:39,Latte,1,3.8,card
1501,2026-01-25,11:03,Espresso,3,2.5,mobile
1502,2026-01-25,18:29,Muffin,1,3.1,card
1503,2026-01-25,08:20,Espresso,3,2.5,card
